2013-02-08,57.16,58.255,57.12,57.74,4554801
2013-02-11,57.56,57.71,57.05,57.12,4166702
2013-02-12,57.2,57.38,56.93,57.01,4448507
2013-02-13,57.01,57.37,56.75,57.23,4261103
2013-02-14,57.01,57.215,56.75,57.05,5173937
2013-02-15,57.06,57.495,57.04,57.32,5751137
2013-02-19,54.2,56.88,54.04,56.66,14567931
2013-02-20,56.51,56.58,55.19,55.21,7545139
2013-02-21,55.57,55.94,54.88,55.24,6357223
2013-02-22,55.4,55.41,54.25,54.47,8405327
2013-02-25,54.69,54.75,53.29,53.3,6811904
2013-02-26,53.51,53.595,52.51,53.05,6325376
2013-02-27,52.96,54.01,52.93,53.87,5134393
2013-02-28,53.82,53.96,53.39,53.45,5872088
2013-03-01,53.34,53.795,52.88,53.52,6973518
2013-03-04,53.31,53.5,53.13,53.32,4782998
2013-03-05,53.43,53.84,53.18,53.5,4909882
2013-03-06,53.56,53.94,53.35,53.61,5563059
2013-03-07,53.76,54.18,53.685,53.8,4456669
2013-03-08,53.97,54.25,53.52,53.81,4586954
2013-03-11,53.83,54.64,53.75,54.21,4009454
2013-03-12,54.17,55.0,54.08,54.83,5466383
2013-03-13,54.68,54.88,54.35,54.48,4346311
2013-03-14,54.58,54.81,54.06,54.73,5067591
2013-03-15,54.63,54.9,54.42,54.73,7888596
2013-03-18,54.3,55.47,54.28,55.0,5974187
2013-03-19,55.0,55.4,54.92,55.17,5470826
2013-03-20,55.47,55.53,54.81,54.88,4525969
2013-03-21,54.69,55.35,54.634,55.06,4926516
2013-03-22,55.14,55.3,54.23,54.46,5404821
2013-03-25,54.65,55.115,54.44,54.86,5142459
2013-03-26,55.14,55.78,55.09,55.65,6059477
2013-03-27,55.55,57.03,55.44,56.62,8525946
2013-03-28,56.66,57.31,56.49,57.21,5680671
2013-04-01,57.16,59.36,57.0101,58.97,9005266
2013-04-02,61.63,63.95,61.5,61.74,22658055
2013-04-03,62.41,62.75,61.62,61.67,10140477
2013-04-04,61.75,62.5,61.49,62.03,7649987
2013-04-05,61.92,62.56,61.65,62.1,6838650
2013-04-08,62.07,62.37,61.295,61.89,4545510
2013-04-09,62.09,62.57,61.95,62.18,4408291
2013-04-10,62.32,62.6,62.0923,62.41,4400519
2013-04-11,62.39,63.0,62.33,62.98,4739163
2013-04-12,62.83,63.28,62.62,63.03,4162014
2013-04-15,62.72,63.0,61.58,61.59,4627777
2013-04-16,62.18,63.0,61.77,62.81,4976365
2013-04-17,62.39,63.15,61.96,62.03,8428959
2013-04-18,59.39,60.75,58.03,59.69,14014224
2013-04-19,59.94,60.7499,59.47,60.04,6501705
2013-04-22,59.99,60.1,58.64,59.22,6020853
2013-04-23,59.47,59.66,58.12,58.54,6277658
2013-04-24,58.9,59.25,58.72,58.79,5882946
2013-04-25,59.13,59.41,58.61,59.34,5669009
2013-04-26,59.26,60.1499,59.13,59.48,5803012
2013-04-29,59.95,60.49,59.81,60.01,4865669
2013-04-30,60.14,60.38,59.21,59.93,5698480
2013-05-01,59.96,60.44,59.3,59.72,4897720
2013-05-02,59.71,60.38,59.39,59.48,6070801
2013-05-03,59.79,60.03,58.87,58.92,5149453
2013-05-06,59.38,60.73,59.32,60.2,5609564
2013-05-07,60.08,61.13,59.93,60.5,4830638
2013-05-08,60.32,62.77,60.31,62.51,10033928
2013-05-09,62.25,62.56,61.4599,62.01,6416636
2013-05-10,62.04,62.99,61.81,62.91,5015656
2013-05-13,62.67,62.8,62.26,62.39,3490372
2013-05-14,62.3,62.48,61.55,61.73,5391974
2013-05-15,61.52,62.28,61.165,61.61,6808388
2013-05-16,61.3,62.35,61.2,62.14,6905157
2013-05-17,62.25,63.31,62.22,62.84,5840730
2013-05-20,62.73,62.92,62.4201,62.56,2688144
2013-05-21,62.57,63.03,62.45,62.87,3248961
2013-05-22,62.0,63.27,61.5301,62.28,6310378
2013-05-23,62.09,62.82,61.82,62.36,4479061
2013-05-24,62.02,62.52,61.49,62.06,4697868
2013-05-28,62.49,63.58,62.4,63.34,5341245
2013-05-29,63.32,63.55,62.81,63.35,5009278
2013-05-30,63.43,64.9,63.02,64.66,5674292
2013-05-31,64.45,64.845,62.6,62.63,5891184
2013-06-03,62.89,63.0,62.09,62.8,3756965
2013-06-04,62.6,62.99,61.92,62.36,5151061
2013-06-05,63.01,63.11,61.65,61.75,5380035
2013-06-06,61.75,61.92,60.95,61.92,4711462
2013-06-07,62.27,62.93,61.7,62.57,5218723
2013-06-10,62.58,63.9,62.57,63.68,5256504
2013-06-11,63.15,64.56,62.7,63.93,6063305
2013-06-12,64.24,64.51,63.62,63.83,3891093
2013-06-13,63.7,64.21,63.15,64.15,4379530
2013-06-14,64.13,64.45,63.59,63.8,3122575
2013-06-17,64.29,65.24,64.1,64.37,4974919
2013-06-18,64.9,65.71,64.46,65.68,5183233
