dt,58.77,58.83,57.6,58.26,13521544
dt,58.79,58.79,57.98,58.65,9617778
dt,57.7,58.53,57.64,58.13,8266322
dt,56.88,57.91,56.16,56.69,11140877
dt,57.41,57.73,56.53,56.63,10427021
dt,57.0,58.12,56.78,57.82,10757313
dt,58.39,59.53,58.18,59.46,12375826
dt,59.8,60.0,57.8001,57.87,11303603
dt,57.51,59.43,56.921,58.98,11444106
dt,57.07,58.39,56.75,58.0,15246127
dt,58.67,59.39,58.12,58.55,12288950
dt,57.57,57.96,54.94,56.92,22786359
dt,57.84,59.38,57.67,59.03,20888519
dt,57.55,59.4,57.41,59.17,32820193
dt,59.36,59.38,57.61,57.71,13554262
dt,57.92,58.865,57.8,58.61,8898100
dt,58.87,58.96,57.255,57.63,12491252
dt,58.29,59.42,58.0,59.285,11832368
dt,59.78,60.88,59.64,60.77,13224438
dt,60.66,61.785,60.27,61.4,9529094
dt,60.66,60.9,60.18,60.695,9407352
dt,60.88,61.13,58.5,59.53,12254460
dt,59.41,59.4487,57.99,58.29,13944926
dt,58.1,58.2,54.25,54.49,24529008
dt,53.09,54.47,52.63,54.14,21457492
dt,53.19,55.2886,53.17,54.42,11605059
dt,55.28,56.35,55.01,55.14,11663942
dt,53.89,55.39,53.55,54.92,12106062
dt,55.56,56.04,55.04,55.86,8680205
dt,56.79,56.85,55.98,56.41,11594766
dt,56.7,57.66,56.16,57.63,11955188
dt,57.57,57.57,56.67,56.96,8493953
dt,56.92,57.86,56.52,57.67,9033620
dt,58.63,58.95,58.17,58.87,8390689
dt,58.45,58.9,58.0,58.46,7064095
dt,57.21,58.35,56.28,58.11,10780882
dt,58.46,58.75,58.0,58.75,6262127
dt,59.0,59.21,57.92,58.34,7473374
dt,58.25,59.15,58.1,58.21,7645081
dt,58.77,60.2,58.5,60.04,9183562
dt,59.83,60.0,58.83,59.56,8856392
dt,59.12,59.2,58.2,59.04,8262455
dt,59.14,59.19,58.23,58.7,8344773
dt,58.44,58.67,57.31,58.0,9204624
dt,57.58,58.23,57.26,57.6,8127426
dt,57.78,57.97,56.79,57.07,9734589
dt,57.51,57.86,56.92,57.52,7023785
dt,58.1,58.1,56.57,57.59,15497560
dt,57.58,58.78,57.5,58.65,9053250
dt,58.32,59.1566,58.17,59.08,7428469
dt,58.65,59.82,58.65,59.67,8069427
dt,59.47,59.98,59.37,59.55,7734658
dt,59.91,60.45,59.4295,59.7,14313578
dt,59.56,59.8609,59.015,59.1,6487185
dt,59.0,59.55,58.57,59.38,8246837
dt,59.14,59.395,58.69,58.83,5794495
dt,58.7,58.79,58.28,58.36,5948307
dt,58.56,59.47,58.4,58.96,5791603
dt,58.82,59.735,58.82,59.55,6031947
dt,60.0,60.26,59.51,60.01,5723499
dt,59.77,60.21,59.68,59.7,5622834
dt,59.61,61.17,59.41,61.02,9401126
dt,61.1,61.1839,60.08,60.25,5799864
dt,59.88,60.23,59.44,60.04,4994792
dt,60.02,60.91,59.91,60.83,5667253
dt,60.59,61.54,60.54,61.17,8239174
dt,61.5,61.64,60.7,61.04,5064894
dt,61.22,61.5,60.78,60.9,6103358
dt,58.95,59.68,58.37,59.5,17565750
dt,60.32,61.08,59.75,60.21,9898527
dt,60.26,60.4,59.91,60.13,5157368
dt,60.24,60.6246,60.01,60.51,5965310
dt,60.69,61.07,60.355,60.89,7228573
dt,61.16,61.25,60.48,60.9,7283570
dt,61.04,61.43,60.85,60.9,5558770
dt,60.9,61.1,60.48,60.64,12799083
dt,59.01,59.1,57.03,57.68,29836693
dt,57.62,57.96,57.58,57.77,8428038
dt,58.05,58.67,57.56,57.72,8839067
dt,57.51,57.65,56.62,56.9,12390767
dt,56.59,57.36,56.32,56.42,9196560
dt,56.02,56.43,55.29,56.23,12133364
dt,56.29,57.37,56.11,57.36,8616189
dt,56.7,57.059,56.14,56.25,7854260
dt,55.98,56.65,55.8,56.39,6508507
dt,56.37,56.77,56.01,56.25,6215367
dt,55.96,56.32,55.38,56.31,6378690
dt,56.32,56.93,56.23,56.64,5976229
dt,56.85,57.6,56.71,57.49,7931185
dt,57.13,57.39,56.09,56.23,8118920
dt,56.57,56.79,55.82,56.3,6870281
dt,56.43,56.6,55.73,55.82,5466041
dt,55.7,55.77,55.2,55.53,9536192
dt,55.38,55.64,54.51,54.88,10530018
dt,54.76,55.17,54.38,54.8,7468496
dt,54.43,54.615,54.19,54.55,7582848
dt,54.88,55.3736,54.58,54.62,8430783
dt,54.62,54.8171,54.291,54.6,7352054
dt,54.74,55.62,54.68,55.44,7748697
dt,55.2,55.46,54.95,55.15,8126058
dt,55.55,55.8699,54.95,55.29,9451708
dt,55.36,55.55,55.1,55.15,6631120
dt,55.5,55.5,54.7,54.89,12043976
dt,54.76,55.49,54.72,54.82,8761577
dt,54.9,55.0,54.455,54.62,8307488
dt,54.71,55.08,54.4,54.61,6649224
dt,54.72,55.87,54.69,55.59,9900917
dt,55.65,56.1,55.28,55.3,7173072
dt,55.5,55.5,54.9,55.22,7623851
dt,55.15,55.61,55.06,55.58,5927854
dt,54.92,55.2,54.5,54.865,8118651
dt,54.79,55.6,54.76,55.04,7928722
dt,55.05,55.58,55.0101,55.57,8036517
dt,55.64,56.09,55.27,55.35,7447317
dt,54.9,55.59,54.41,55.53,7968033
dt,55.61,55.62,55.04,55.31,9503017
dt,55.77,56.28,55.38,55.38,7286681
dt,55.52,56.03,55.45,55.81,7445109
dt,55.88,55.98,55.49,55.61,7215411
dt,55.98,56.195,55.9,56.13,5569431
dt,54.05,55.57,54.01,54.68,14654672
dt,54.2,54.48,53.41,53.69,11650798
dt,54.1,54.9,53.95,54.85,8416950
dt,55.42,56.945,55.36,56.74,11103787
dt,56.81,57.19,56.516,57.12,10215193
dt,57.04,57.36,56.845,56.99,8330308
dt,56.81,56.96,56.55,56.77,7274208
dt,56.52,57.11,56.32,56.75,8474188
dt,56.66,57.0,56.47,56.91,6813347
dt,56.92,57.0,56.36,56.51,12655500
dt,56.8,56.92,56.06,56.32,10394366
dt,56.65,57.6,56.505,57.48,10998486
dt,56.8,57.26,56.35,56.48,12183638
dt,57.0,57.68,56.97,57.59,11353599
dt,57.69,57.74,57.125,57.41,8494000
dt,57.59,57.59,56.85,56.92,7614635
dt,56.85,57.135,56.545,56.76,8719772
dt,57.0,57.66,56.705,57.54,9446396
dt,57.62,57.67,57.0375,57.6,16151699
dt,57.6,58.24,57.2,57.9,23899275
dt,57.72,58.09,57.5,57.95,10486019
dt,58.58,58.84,58.2,58.31,10106663
dt,58.38,58.4,57.67,57.85,6551777
dt,57.88,58.31,57.74,58.21,6830059
