dt,100.71,101.55,99.03,101.52,1429310
dt,101.18,101.94,100.1,100.61,670610
dt,99.1,99.56,97.02,97.92,1400820
dt,96.08,96.39,93.22,93.43,1859963
dt,94.15,95.4899,93.22,93.47,1245986
dt,94.02,94.57,92.45,93.45,1435527
dt,94.76,94.97,92.75,94.32,1089518
dt,94.78,95.5,92.64,92.97,1382211
dt,93.37,94.26,91.3,92.59,1509130
dt,89.9,92.42,89.48,91.68,1537660
dt,92.63,92.85,89.851,91.26,1690256
dt,89.47,90.75,87.525,89.71,2139688
dt,90.59,91.51,88.11,90.06,1326414
dt,91.45,92.46,89.94,91.58,883342
dt,91.46,91.83,89.68,90.66,1380793
dt,91.42,95.42,91.13,94.47,2477716
dt,92.07,97.46,91.99,93.87,2249986
dt,93.86,94.575,92.15,93.13,1703598
dt,93.55,95.74,92.7,95.57,1306749
dt,94.36,95.2,92.92,94.47,1417993
dt,93.12,93.8,92.07,92.73,1539134
dt,93.79,95.17,91.86,95.06,1445114
dt,95.31,101.67,95.31,98.64,2654451
dt,98.63,99.74,97.38,98.83,2336353
dt,97.62,98.09,95.92,97.4,1104791
dt,96.01,98.1,95.81,97.27,1033921
dt,97.58,98.32,95.42,95.55,897271
dt,92.93,95.01,91.65,93.99,1135741
dt,95.25,96.7,93.98,96.33,1431581
dt,97.62,101.07,96.34,100.26,1555848
dt,101.05,102.78,101.05,102.25,1346409
dt,102.5,103.15,101.5,101.92,897494
dt,101.26,102.05,99.67,101.6,1010760
dt,102.9,105.4,102.68,105.07,1963960
dt,104.36,105.2899,102.62,102.66,1042797
dt,101.39,102.57,99.94,102.41,976806
dt,102.45,104.06,101.94,104.04,935158
dt,104.79,105.445,104.26,104.88,849163
dt,104.87,105.81,104.08,104.09,849577
dt,105.11,107.6,104.5,106.8,962826
dt,106.67,107.43,104.28,107.34,989590
dt,107.5,107.75,105.72,106.98,889776
dt,107.01,108.56,106.47,107.38,902534
dt,107.02,108.88,107.02,108.84,610449
dt,107.61,107.61,105.34,105.38,957564
dt,106.07,106.665,105.03,105.22,785268
dt,105.52,106.5,104.48,106.09,904501
dt,107.0,107.47,106.28,106.61,977721
dt,106.13,107.74,105.69,107.55,660566
dt,106.44,107.37,105.11,107.18,732703
dt,107.09,109.75,106.67,109.54,875004
dt,109.87,113.61,109.52,112.98,1524076
dt,115.62,115.62,112.38,113.51,1595061
dt,113.17,114.19,112.92,114.07,765494
dt,113.24,114.6899,113.03,114.06,793486
dt,113.56,113.99,112.84,113.05,552878
dt,111.95,112.17,110.52,111.57,1058645
dt,112.03,112.3,110.88,111.89,518256
dt,111.24,112.84,110.5125,112.75,773988
dt,114.15,115.26,113.195,114.35,979505
dt,114.15,114.71,113.31,113.75,777529
dt,112.25,113.73,110.93,113.56,1326657
dt,113.22,113.5397,111.92,111.95,781202
dt,110.97,111.86,110.42,111.37,836487
dt,111.62,111.69,109.43,111.58,1195650
dt,110.83,111.89,110.4,110.98,566010
dt,112.43,113.345,110.95,111.49,524429
dt,111.81,113.49,111.68,111.98,576211
dt,112.0,113.64,111.99,112.99,394925
dt,114.0,115.8,113.55,115.55,962801
dt,115.41,116.73,113.79,116.41,1205064
dt,116.21,116.96,115.45,116.86,931608
dt,115.63,117.26,115.63,117.06,606624
dt,117.32,118.19,115.71,116.19,935461
dt,116.65,116.75,115.34,115.62,656743
dt,115.04,116.23,114.68,114.99,532681
dt,115.26,115.74,114.52,115.11,974689
dt,114.56,115.93,114.56,114.77,649253
dt,115.52,116.09,114.87,115.92,803461
dt,114.54,116.3,112.5,115.69,908651
dt,114.86,115.96,113.86,114.24,739357
dt,113.96,114.4,112.85,113.47,894672
dt,113.53,113.91,112.28,113.24,1120825
dt,112.51,112.54,111.66,112.36,694467
dt,112.02,112.57,110.45,111.05,768697
dt,111.7,112.6202,111.01,111.68,1091344
dt,111.44,112.27,110.76,112.19,496917
dt,111.76,112.28,110.93,111.29,535533
dt,111.59,113.985,111.32,113.8,994927
dt,113.74,114.63,113.18,113.92,877011
dt,113.59,114.16,112.715,114.01,1120008
dt,113.8,114.6999,112.54,113.08,1177862
dt,113.38,115.1,112.75,114.58,613473
dt,114.37,115.5,113.31,113.74,526226
dt,112.96,114.24,111.66,112.25,763503
dt,111.22,111.37,109.32,110.23,1087077
dt,110.96,111.64,110.76,111.17,586956
dt,110.96,112.28,110.4,111.79,650108
dt,112.09,114.31,111.78,113.67,628365
dt,114.4,115.93,114.13,115.75,958681
dt,116.03,117.21,115.59,116.77,1108866
dt,116.77,117.09,115.96,116.51,685827
dt,116.69,116.99,115.32,116.05,788121
dt,115.43,116.3,114.24,116.16,635075
dt,116.0,117.47,115.43,117.47,695622
dt,117.35,118.4,115.54,118.18,822031
dt,118.6,119.59,117.99,118.91,967352
dt,119.25,120.0,118.765,118.83,686718
dt,119.3,119.99,118.66,119.02,700518
dt,118.16,119.04,117.79,118.74,504964
dt,117.34,117.88,115.92,116.7,779389
dt,115.83,116.77,115.217,115.94,715609
dt,115.48,116.9,115.0001,116.12,441591
dt,116.37,117.11,115.45,115.58,677141
dt,114.75,116.25,113.87,115.89,842301
dt,116.11,117.23,115.53,116.7,1093999
dt,118.41,119.64,117.83,118.0,715819
dt,118.03,118.0827,116.51,117.22,676678
dt,117.63,118.46,117.53,117.99,833860
dt,119.59,120.6,119.15,120.52,981414
dt,115.37,117.0,112.08,112.37,2047196
dt,110.34,110.635,107.165,108.11,1410570
dt,109.19,110.35,108.6,109.86,1318739
dt,111.28,111.87,110.62,111.62,795093
dt,112.03,114.83,111.53,114.82,1008034
dt,114.53,116.8,114.02,115.89,942504
dt,114.84,115.08,112.03,112.68,1418494
dt,112.35,112.975,110.89,112.85,1057417
dt,113.37,114.18,112.11,112.97,530756
dt,114.27,115.95,113.76,115.7,691268
dt,116.47,118.0,116.15,117.51,890315
dt,118.15,119.27,117.83,119.03,987879
dt,119.39,119.885,117.97,118.84,725886
dt,119.95,120.75,118.47,118.73,848028
dt,119.28,119.85,118.595,119.16,544317
dt,119.65,119.65,118.36,119.33,357997
dt,118.78,119.385,118.59,119.0,275146
dt,119.18,119.67,118.55,119.51,309491
dt,119.2,119.94,117.8,118.46,761973
dt,118.18,118.57,117.38,118.53,571981
dt,118.19,118.85,117.41,118.18,904853
dt,118.29,120.7399,118.29,120.64,969173
dt,118.46,118.67,116.29,116.93,1253180
dt,116.2,116.92,114.98,116.23,821522
dt,115.87,116.17,114.0,114.4,1190695
dt,114.21,114.545,112.87,113.97,907186
dt,113.59,113.88,112.05,113.05,965103
dt,112.9,114.91,112.38,114.66,1268259
dt,114.58,116.47,114.42,115.05,634961
dt,115.26,117.15,115.26,117.14,526093
dt,117.7,118.445,117.54,117.99,799461
dt,118.1,118.97,118.04,118.57,625031
dt,118.7,119.36,118.13,119.33,963064
dt,118.95,119.5599,118.8,119.02,968621
dt,118.99,118.99,117.42,117.64,534835
dt,117.9,119.21,117.8774,118.86,386764
dt,118.78,119.26,118.25,118.94,526021
dt,119.04,119.2404,118.52,118.95,361418
dt,119.0,119.33,118.6801,119.31,500432
dt,117.25,118.765,116.99,118.43,1318902
dt,118.22,118.3759,117.18,118.15,818858
dt,118.8,119.34,118.475,118.84,456007
dt,118.74,118.98,117.55,117.82,433627
dt,117.57,118.2,117.25,117.69,446455
dt,117.92,119.36,117.38,117.87,496149
dt,117.96,118.76,117.756,118.3,341541
dt,118.45,118.45,116.75,117.35,570416
dt,117.12,117.25,115.48,115.93,510838
dt,116.13,116.57,115.14,116.43,595303
dt,117.16,117.759,116.62,117.08,434571
dt,117.38,117.57,116.22,116.5,437917
dt,116.5,116.95,116.137,116.44,594885
dt,116.41,116.84,115.89,116.21,485773
dt,115.28,115.49,112.5,112.5,719123
dt,112.36,115.06,111.52,114.72,729217
dt,113.36,114.71,113.31,114.18,882999
dt,114.04,115.07,113.28,114.55,755830
dt,114.74,115.65,114.33,115.45,736022
dt,114.59,114.59,113.27,113.89,1399934
dt,114.51,115.59,114.38,114.94,694837
dt,115.62,116.75,114.98,115.04,683871
dt,115.67,117.13,115.2,117.03,663560
dt,118.11,119.19,117.67,118.58,786257
dt,117.94,118.08,115.76,115.77,498575
dt,115.41,116.07,114.4901,114.59,501709
dt,114.16,115.68,113.5,115.62,477617
dt,116.04,117.82,116.04,117.7,738370
dt,117.37,118.33,116.84,117.12,830307
dt,119.5,123.11,119.27,122.34,2568222
dt,121.61,121.94,119.135,120.57,1096899
dt,120.99,123.48,119.01,119.19,958103
dt,119.83,121.42,119.48,121.24,584607
dt,121.2,121.2,119.95,120.67,340983
dt,120.13,120.205,118.55,119.7,887225
dt,120.02,120.125,116.9,117.04,1696081
dt,116.45,116.63,114.46,115.2,882897
dt,115.39,116.71,114.48,116.27,594981
dt,115.48,116.8798,115.09,116.3,931345
dt,117.4,118.17,116.78,116.8,942942
dt,116.37,116.96,115.36,115.52,758087
dt,116.76,117.12,115.72,115.97,549055
dt,116.07,118.3,115.66,117.45,646699
dt,117.14,118.2,116.43,118.01,828269
dt,116.94,126.15,116.28,122.99,6596561
dt,123.91,124.5,119.08,119.67,2482553
dt,118.72,119.45,117.9001,118.62,884821
dt,118.49,121.18,118.36,120.62,734181
dt,120.5,121.02,117.88,118.21,847399
dt,118.49,120.06,118.03,118.8,620405
dt,119.48,120.37,118.525,119.72,790892
dt,120.24,120.73,118.13,118.96,842760
dt,118.83,119.425,118.0,118.31,626643
dt,118.89,118.89,117.24,117.47,608748
dt,117.79,119.36,117.51,117.56,1143900
dt,120.46,124.9,120.46,124.24,1863262
dt,124.5,125.76,123.69,125.03,1080845
dt,123.09,128.01,123.07,126.85,1419808
dt,128.11,130.85,127.3,130.75,1572595
dt,129.85,131.72,129.28,131.71,1021541
dt,132.0,133.28,131.84,132.22,1525679
dt,131.99,133.54,129.69,133.48,988007
dt,132.36,133.47,132.12,133.38,815266
dt,133.5,133.68,131.83,131.95,730882
dt,131.55,132.488,131.05,131.2,609015
dt,131.99,132.5,131.49,131.71,660834
dt,132.15,132.15,130.88,131.71,759218
dt,131.13,132.03,131.13,131.86,684027
dt,131.93,132.96,131.855,132.92,374597
dt,132.34,132.89,130.4,130.5,843780
dt,130.45,131.92,129.6595,131.34,851937
dt,131.92,134.27,131.92,133.71,1183380
dt,134.48,138.76,134.21,137.19,2044394
dt,136.7,137.8,135.49,136.79,1274340
dt,137.22,138.0,135.54,136.22,2048275
dt,135.7,136.47,135.47,136.4,1001459
dt,136.33,139.16,135.88,138.93,734191
dt,138.37,138.37,136.77,137.61,745562
dt,137.81,139.64,137.7242,139.56,710876
dt,139.56,139.58,136.81,137.4,905888
dt,137.6,138.239,136.53,137.07,1098280
dt,136.78,137.9764,135.4,135.57,903612
dt,135.71,136.49,135.21,136.21,838035
dt,136.08,136.85,134.44,134.91,1545320
dt,135.56,136.16,134.02,134.83,896923
dt,135.03,135.76,134.47,135.57,1079018
dt,135.6,136.73,135.03,135.57,633630
