dt,56.9,57.145,56.01,56.54,1299393
dt,56.59,57.53,56.52,57.4,1257373
dt,56.69,57.74,56.4175,57.23,747902
dt,56.37,57.88,56.32,57.1,2842226
dt,57.47,57.51,55.72,55.81,1372917
dt,56.53,57.59,56.12,57.28,1509189
dt,57.89,57.96,57.28,57.58,1278599
dt,57.77,57.91,55.46,55.73,1448923
dt,56.09,57.99,55.794,57.49,1546334
dt,55.83,57.5,55.83,56.49,1438860
dt,57.21,58.14,57.08,57.47,1287409
dt,56.49,56.97,55.27,56.3,1245779
dt,56.35,57.29,55.74,55.78,1150558
dt,56.66,57.93,55.46,57.73,999363
dt,57.54,57.99,56.56,56.6,1075409
dt,57.09,58.62,56.76,58.53,1382065
dt,58.74,59.96,57.9701,58.3,1714799
dt,57.98,59.85,56.25,58.89,1903699
dt,59.45,62.36,58.71,62.0,2291816
dt,61.96,62.11,60.39,61.74,2113828
dt,61.0,62.53,60.75,62.32,2176286
dt,62.54,62.77,60.4,61.6,2097379
dt,61.73,62.21,58.69,59.85,2508701
dt,60.28,60.65,58.53,59.4,1970608
dt,58.65,60.58,57.85,60.21,2041641
dt,59.97,62.205,59.95,61.49,1425924
dt,61.93,62.58,60.58,60.88,993620
dt,59.33,60.47,58.93,59.97,1044781
dt,61.46,61.54,60.08,61.31,783015
dt,62.55,62.61,60.94,61.66,883394
dt,61.89,63.21,61.83,62.96,986371
dt,63.19,63.53,62.69,62.88,1002091
dt,62.53,63.16,62.23,62.93,899554
dt,64.17,64.34,63.24,63.55,1145657
dt,64.47,64.95,63.08,63.14,1343774
dt,62.25,63.82,62.25,63.66,1011283
dt,63.88,64.53,63.36,64.51,1194181
dt,64.73,65.1,63.81,63.85,791086
dt,63.96,64.385,62.79,63.29,1375220
dt,63.82,64.42,63.17,64.27,1157300
dt,64.99,64.99,63.58,64.49,1778788
dt,64.56,65.24,63.86,65.2,880682
dt,65.25,65.49,64.08,64.94,1176889
dt,64.77,64.9,63.96,64.24,761014
dt,63.86,65.238,63.8,64.87,953765
dt,65.41,65.95,64.87,65.37,749249
dt,64.8,65.075,63.11,64.97,2353457
dt,65.48,66.4,64.54,65.98,1109372
dt,65.71,67.28,65.57,66.83,850126
dt,66.57,67.605,66.5,67.04,1237828
dt,66.5,66.95,66.1701,66.61,1207123
dt,66.64,67.01,65.77,65.85,1891763
dt,65.87,66.588,63.89,64.51,4397232
dt,64.25,64.5,63.68,64.27,3101255
dt,64.1,65.46,63.75,65.42,1504048
dt,64.61,66.36,64.52,65.64,1583991
dt,65.35,65.65,63.8,64.02,1560550
dt,64.34,65.0,64.07,64.68,792075
dt,64.67,65.58,64.67,65.57,1164372
dt,66.03,66.695,64.84,65.17,1350388
dt,65.39,66.55,65.17,66.38,1800269
dt,66.12,66.66,65.6,66.09,1447465
dt,66.39,66.39,64.87,65.55,1318305
dt,65.15,65.62,64.895,64.98,1091747
dt,64.81,65.0259,63.93,64.95,1248136
dt,64.68,65.63,63.78,64.26,938224
dt,64.4,64.4,63.48,63.65,722129
dt,64.17,64.7,63.73,64.28,1037552
dt,63.65,64.05,61.76,63.15,2002943
dt,63.44,64.17,63.21,63.95,1265647
dt,63.37,64.33,63.37,63.67,677629
dt,63.82,64.52,63.5,64.44,1272461
dt,64.03,64.55,63.9,64.14,723971
dt,64.3,64.53,63.6001,64.17,856753
dt,64.13,64.35,63.76,64.13,735502
dt,63.98,64.34,63.5401,63.81,625330
dt,63.7,64.43,63.55,63.99,675631
dt,63.75,64.2,63.53,64.17,649873
dt,64.21,64.72,63.91,64.41,1249764
dt,65.09,65.2453,63.59,64.13,1163775
dt,63.59,64.39,62.67,62.86,865786
dt,62.58,62.58,61.25,61.71,1119041
dt,61.74,63.18,61.57,63.01,748277
dt,62.09,62.48,61.62,62.27,462281
dt,61.95,62.97,61.95,62.58,836850
dt,62.69,63.4,62.69,63.2,846720
dt,63.17,64.26,62.94,64.03,1031145
dt,64.03,64.56,64.03,64.5,689405
dt,64.33,64.64,64.05,64.59,1140930
dt,64.43,64.66,63.44,63.62,960779
dt,63.76,64.35,63.69,64.18,720985
dt,64.09,64.46,63.45,63.68,556700
dt,63.52,63.98,63.31,63.73,518507
dt,63.73,63.9,62.31,62.53,645693
dt,62.3,63.19,61.59,63.05,1280095
dt,62.84,63.45,62.67,63.04,634351
dt,63.41,64.0,63.075,63.62,565296
dt,63.5,63.79,63.0668,63.57,624615
dt,64.0,65.7,63.84,65.62,987902
dt,65.68,65.92,65.09,65.5,823563
dt,65.38,65.45,64.66,65.02,606321
dt,65.34,65.69,65.22,65.67,424896
dt,65.75,66.03,65.36,66.01,1240931
dt,65.5,65.8,65.38,65.6,717629
dt,65.28,65.5,64.85,65.15,424330
dt,64.9,65.275,64.21,65.07,594093
dt,65.01,65.46,64.785,65.13,509182
dt,65.11,65.5,64.86,64.89,919702
dt,64.86,65.29,64.57,65.22,519477
dt,65.16,65.74,64.88,65.66,783838
dt,65.09,65.95,65.02,65.58,748193
dt,65.28,65.97,65.09,65.11,709663
dt,64.85,65.38,64.68,64.89,929090
dt,64.87,65.45,64.66,64.8,713176
dt,64.28,64.91,64.22,64.89,660080
dt,64.59,64.85,63.82,63.88,1300139
dt,64.61,64.8789,63.05,63.09,915761
dt,62.96,63.35,62.92,62.97,986130
dt,63.09,63.25,62.89,63.09,759323
dt,63.31,64.42,63.26,64.41,710828
dt,62.16,64.29,61.78,63.0,2018648
dt,62.36,62.46,61.19,61.43,1025690
dt,61.75,62.66,61.43,62.6,989511
dt,63.19,64.09,63.08,64.09,828525
dt,64.42,64.865,64.01,64.67,1398808
dt,64.71,65.18,64.51,64.77,656762
dt,63.72,64.75,63.1901,64.59,805066
dt,64.64,64.91,64.34,64.74,733420
dt,64.85,65.2,64.54,64.92,712286
dt,65.42,66.1,65.23,65.88,830120
dt,66.23,66.53,66.0,66.43,477741
dt,66.7,67.37,66.59,67.31,655690
dt,67.64,67.71,66.79,67.17,567905
dt,67.64,67.85,66.94,67.37,836840
dt,67.6,67.6,67.12,67.51,910211
dt,68.66,68.66,67.44,67.6,627383
dt,67.18,68.08,67.18,68.07,517981
dt,68.16,68.21,67.64,67.74,402847
dt,67.54,67.61,67.03,67.37,396410
dt,67.32,67.93,67.22,67.79,534450
dt,67.8,68.44,67.44,68.44,641111
dt,68.47,68.94,68.09,68.5,1247816
dt,68.5,70.96,68.47,70.84,1421357
dt,70.82,71.47,70.42,70.87,878875
dt,70.65,71.42,70.56,70.76,808990
dt,71.0,71.43,70.65,71.42,851363
dt,71.41,71.41,70.75,71.2,570757
dt,71.32,71.75,70.82,71.53,995361
dt,71.51,71.88,71.15,71.43,1028597
dt,71.58,71.69,71.12,71.18,816462
dt,71.36,71.38,70.45,70.5,1122910
dt,70.67,70.96,70.11,70.23,937436
dt,70.06,70.54,69.96,70.32,989626
dt,70.67,70.99,69.63,70.03,1152412
dt,69.88,70.25,69.64,70.15,947101
dt,70.03,70.24,69.85,70.09,636942
dt,69.9,70.01,69.26,69.28,396486
dt,69.45,70.3,69.23,70.21,843204
dt,70.31,70.77,70.22,70.32,550261
dt,70.12,70.44,69.87,70.44,697452
dt,70.15,70.61,70.12,70.48,535301
dt,70.67,70.76,70.27,70.56,480703
dt,70.4,70.46,70.05,70.28,677079
dt,70.24,70.815,70.0,70.62,747473
dt,70.83,70.98,70.05,70.49,360129
dt,70.59,71.64,70.5,71.1,520113
dt,71.05,71.34,70.38,71.34,508151
dt,71.11,71.47,71.05,71.21,578161
dt,71.23,71.74,71.08,71.64,575611
dt,71.88,71.92,71.27,71.67,461383
dt,71.83,71.87,71.11,71.5,430802
dt,70.65,70.95,70.05,70.9,527995
dt,70.75,70.98,70.2,70.21,567380
dt,69.78,70.02,68.97,68.98,884723
dt,68.71,69.71,68.22,69.48,956304
dt,69.05,69.5,68.57,69.06,650121
dt,68.83,69.25,68.62,68.69,768971
dt,68.68,69.64,68.68,69.52,606409
dt,69.11,69.62,68.65,69.47,959253
dt,69.68,70.22,69.6,69.8,808013
dt,70.1,70.45,69.36,69.62,706370
dt,69.93,70.72,69.53,70.67,473156
dt,71.0,71.01,70.38,70.44,501418
dt,69.79,70.56,68.93,69.46,1030923
dt,69.18,70.0,68.785,68.84,687847
dt,68.74,69.0,68.52,68.55,807495
dt,68.56,68.56,68.05,68.21,622116
dt,68.31,68.68,67.0,67.48,889638
dt,67.8,68.08,67.36,67.54,906090
dt,67.28,67.69,66.77,67.05,996024
dt,67.21,67.47,66.59,66.79,681955
dt,66.8,67.13,66.61,66.87,822329
dt,66.88,67.395,66.51,67.35,605880
dt,67.47,67.47,66.47,67.03,488871
dt,67.13,67.445,66.32,66.42,933337
dt,66.16,66.86,65.54,65.94,950219
dt,65.74,66.645,65.71,66.46,828702
dt,66.14,67.01,65.97,66.84,1269208
dt,67.41,67.42,66.96,67.24,603938
dt,67.46,67.77,66.245,66.38,547922
dt,66.79,67.18,66.11,66.21,397105
dt,66.16,66.47,65.85,66.4,569566
