-0.06535087719298244,762.2,762.2,747.54,759.44,3369068
-0.06535087719298244,764.1,769.2,755.65,761.53,2260795
-0.06535087719298244,750.37,765.73,748.0,759.33,2410301
-0.06535087719298244,746.49,755.31,735.28,741.0,3156563
-0.06535087719298244,747.8,750.12,728.9201,730.91,2375348
-0.06535087719298244,731.95,735.08,719.56,733.07,2544806
0.17243250170881752,740.75,748.34,736.43,745.34,2340753
0.18302005012531328,749.34,753.0,716.78,719.57,2586395
0.18302005012531328,724.44,739.89,705.0,731.39,2777868
0.18302005012531328,709.99,724.158,701.51,710.49,3833751
0.18302005012531328,720.15,725.35,709.85,719.08,2436220
0.18302005012531328,705.9,726.95,687.78,718.56,4122010
0.18302005012531328,720.17,737.67,711.11,726.67,2596916
0.02434022642873576,742.0,748.56,740.5,745.46,2357315
0.02434022642873576,743.84,752.46,732.501,733.62,2267031
0.07562554323519237,735.21,739.46,726.97,733.79,1547049
0.08485864391036807,735.89,735.89,713.45,717.58,2121434
0.12013771252901688,738.19,751.16,730.6,748.3,3105222
0.143,748.96,765.105,744.2,761.35,3790395
0.143,771.26,777.59,761.38,770.77,5576089
0.1467097493637831,800.5,810.35,780.6,780.91,6792331
0.13309107704268996,786.28,791.43,736.26,749.38,6555731
0.19672925817086404,744.59,745.24,722.6001,730.03,5246123
0.19672925817086404,725.5,726.72,700.14,703.76,5477821
0.07665311119856576,687.68,704.52,682.01,704.16,4470514
0.07665311119856576,692.95,720.96,688.5,701.02,4214950
0.1335293872793873,711.79,723.22,705.39,706.85,3015733
0.10236579809789527,696.34,712.315,691.19,706.36,3250206
0.10657907028709265,712.21,716.0,701.58,706.89,2326889
0.006889192678666365,718.65,722.8789,710.18,717.64,2172213
0.006889192678666365,727.0,733.76,716.61,731.97,2457715
0.006889192678666365,733.96,736.0,715.55,717.51,2363846
0.17831473335505596,715.9,724.03,713.12,722.11,1745940
0.17831473335505596,729.51,734.845,723.45,729.05,1875824
0.17831473335505596,726.1,730.9,715.67,717.29,2066566
0.05012467532467531,710.61,721.22,702.02,720.9,1854612
0.05012467532467531,722.93,729.51,713.23,729.12,1807258
0.05012467532467531,733.6,736.16,721.9392,724.86,2123690
0.15776995296326415,721.0,730.6,716.84,717.22,2253426
0.15776995296326415,721.3,742.33,718.64,742.17,3005553
0.15776995296326415,742.87,743.121,733.25,739.48,1814643
-0.03950617283950617,739.48,741.0,729.63,731.59,2026700
-0.03950617283950617,734.8,735.0,725.62,730.22,2425750
-0.03950617283950617,725.15,727.21,705.14,712.8,3088278
-0.03950617283950617,708.39,722.25,704.0,713.53,2626495
